㓦劃	bohua
什一之利	shiyizhili
什不閑	shibuxian
什件兒	shijianr
什件兒	shijiar
什伯	shibo
什器	shiqi
什物	shiwu
什百	shibai
什襲	shixi
什襲珍藏	shixizhencang
什錦	shijin
什面	shimian
什麼	sheme
仁者樂山	renzheyaoshan
仁者見仁，智者見智	renzhejianren,zhizhejianzhi
仇人相見，分外眼紅	chourenxiangjian,fenwaiyanhong
仇仇	qiuqiu
仇偶	qiuou
仇口兒	choukour
仇英	qiuying
今兒	jier
今兒	jinr
今兒個	jierge
今兒個	jinrge
今日三，明日四	jinrisan,mingrisi
今朝	jinzhao
今朝有酒今朝醉	jinzhaoyoujiujinzhaozui
仔牛肉	zainiurou
仔麼	zaime
他山之石，可以攻錯	tashanzhishi,keyigongcuo
仗膽兒	zhangdanr
仗膽兒	zhangdar
仙樂	xianyue
仡仡	yiyi
仡佬族	qilaozu
仡栗	yili
代馬依北風	daimayibofeng
令人深省	lingrenshenxing
令姊	lingjie
以其昏昏，使人昭昭	yiqihunhun,shirenzhaozhao
以升量石	yishengliangdan
以咽廢飧	yiyefeisun
以子之矛，攻子之盾	yizizhimao,gongzizhidun
以小人之心，度君子之腹	yixiaorenzhixin,duojunzizhifu
以小人之心，度君子之腹	yixiaorenzhixinduojunzizhifu
以己之心度人之心	yijizhixinduorenzhixin
以己度人	yijiduoren
以微知著	yiweizhizhu
以牙還牙	yiyahuanya
以牙還牙，以眼還眼	yiyahuanya,yiyanhuanyan
以珠彈雀	yizhutanque
以眼還眼	yiyanhuanyan
以規為瑱	yiguiweitian
以還	yihuan
以鄰為壑	yilinweihuo
仰事俯畜	yangshifuxu
仰八腳兒	yangbajiaor
仰天長歎	yangtianchangtan
仰屋著書	yangwuzhushu
仰給	yangji
仰給於人	yangjiyuren
仲長統	zhongchangtong
仳倠	pihui
仵作行人	wuzuohangren
任筆沈詩	renbishenshi
份兒飯	fenrfan
份兒飯	ferfan
伊闕佛龕	yiquefokan
伍員	wuyun
伍員乘潮	wuyunchengchao
伍員抉目	wuyunjuemu
伍員鞭屍	wuyunbianshi
伎倆	jiliang
伏伺	fusi
伏地	fudi
伏地扣子	fudikouzi
伏地挺身	fuditingshen
伏地聖人	fudishengren
伏虎降龍	fuhuxianglong
伐子都	fazidu
休屠	xiuchu
伯圖	batu
伯姊	bojie
伯子	baizi
伯業	baye
估價行	gujiahang
估堆兒	guduer
估堆兒	guduir
伴姑兒	bangur
伸長	shenchang
伺便	sibian
伺候	sihou
伺察	sicha
伺探	sitan
伺晨鳥	sichenniao
伺機	siji
伺機而動	sijierdong
伺隙	sixi
似乎	sihu
似懂非懂	sidongfeidong
似是而非	sishierfei
似曾相識	sicengxiangshi
似水如魚	sishuiruyu
似漆如膠	siqirujiao
似玉如花	siyuruhua
似的	side
似箭如梭	sijianrusuo
似續	sixu
似醉如痴	sizuiruchi
伽伽	qieqie
伽南香	qienanxiang
伽藍	qielan
伽藍鳥	qielanniao
佁然	airan
佃獵	tianlie
但得一片橘皮吃，且莫忘了洞庭湖	dandeyipianjupichi,qiemowangledongtinghu
但求塞責	danqiuseze
但知其一，不知其二	danzhiqiyi,buzhiqier
但知行好事，莫要問前程	danzhixinghaoshi,moyaowenqiancheng
佇眙	zhuchi
低地	didi
低地國	didiguo
低徊	dihui
低徊不已	dihuibuyi
低血壓	dixieya
低血糖	dixietang
住紮	zhuzha
佔高枝兒	zhangaozher
佔高枝兒	zhangaozhir
何似	hesi
何焯	hezhuo
余余	xuxu
余吾鎮	xuwuzhen
余車	yuju
佛七	foqi
佛事	foshi
佛來明哥	folaimingge
佛像	foxiang
佛克納	fokena
佛前佛後	foqianfohou
佛剎	focha
佛印	foyin
佛口蛇心	fokoushexin
佛因	foyin
佛國	foguo
佛國記	foguoji
佛圖	fotu
佛圖戶	fotuhu
佛圖澄	fotucheng
佛在心頭坐，酒肉腑腸過	fozaixintouzuo,jiuroufuchangguo
佛地	fodi
佛堂	fotang
佛場	fochang
佛天三寶	fotiansanbao
佛妝	fozhuang
佛子	fozi
佛學	foxue
佛家	fojia
佛寺	fosi
佛山木版年畫	foshanmubannianhua
佛帕	fopa
佛心宗	foxinzong
佛性	foxing
佛成道日	fochengdaori
佛戾	foli
佛手	foshou
佛手柑	foshougan
佛手瓜	foshougua
佛指甲	fozhijia
佛教	fojiao
佛教音樂	fojiaoyinyue
佛日	fori
佛是金裝，人是衣裝	foshijinzhuang,renshiyizhuang
佛曲	foqu
佛會	fohui
佛朗哥	folangge
佛果	foguo
佛桑	fosang
佛法	fofa
佛洛伊德	foluoyide
佛洛伊德學說	foluoyidexueshuo
佛海	fohai
佛燈	fodeng
佛爺	foye
佛牙	foya
佛珠	fozhu
佛生日	foshengri
佛眼兒	foyanr
佛眼兒	foyar
佛眼相看	foyanxiangkan
佛祖	fozu
佛科	foke
佛科擺	fokebai
佛粥	fozhou
佛經	fojing
佛羅里達州	foluolidazhou
佛老	folao
佛肸	bixi
佛舍利	fosheli
佛蒙特州	fomengtezhou
佛號	fohao
佛要金裝，人要衣裝	foyaojinzhuang,renyaoyizhuang
佛誕日	fodanri
佛誕節	fodanjie
佛說不可說	foshuobukeshuo
佛貍	bili
佛跳牆	fotiaoqiang
佛郎機	folangji
佛門	fomen
佛門弟子	fomendizi
佛陀	fotuo
佛青	foqing
佛面上刮金	fomianshangguajin
佛頭著糞	fotouzhuofen
佛馱	fotuo
佛龕	fokan
作佛事	zuofoshi
作倒了行市	zuodaolehangshi
作樂	zuoyue
作纛旗兒	zuodaoqir
作麼生	zuomosheng
佝僂	koulou
佝僂病	kouloubing
佞佛	ningfo
你有千條妙計，我有一定之規	niyouqiantiaomiaoji,woyouyidingzhigui
你長我短	nichangwoduan
佣鈿	yongdian
佩件兒	peijianr
佩件兒	peijiar
佳人命薄	jiarenmingbo
佳人薄命	jiarenboming
佳什	jiashi
佹僪	guijue
佻薄	tiaobo
佻達	tiaota
使勁	shijing
使巧兒	shiqiaor
使心眼兒	shixinyanr
使心眼兒	shixinyar
使絆兒	shibanr
使絆兒	shibar
來事兒	laisher
來事兒	laishir
來人兒	lairenr
來人兒	lairer
來勁	laijing
來日方長	lairifangchang
來日正長	lairizhengchang
來是是非人，去是是非者	laishishifeiren,qushishifeizhe
來朝	laizhao
來者不善，善者不來	laizhebushan,shanzhebulai
來者不善，善者不來	laizhebushanshanzhebulai
來者不懼，懼者不來	laizhebuju,juzhebulai
來說是非者，便是是非人	laishuoshifeizhe,bianshishifeiren
來龍去脈	lailongqumo
來龍結脈	lailongjiemo
侍巾櫛	shijinjie
侍從	shizong
供佛	gongfo
供月兒	gongyuer
供給	gongji
供花兒	gonghuar
供需失調	gongxushitiao
依還	yihuan
依阿兩可	yieliangke
依阿取容	yiequrong
侯門深似海	houmenshensihai
便了	bianliao
便佞	pianning
便便	pianpian
便便之腹	pianpianzhifu
便娟	pianjuan
便嬖	pianbi
便嬛	pianxuan
便安	pianan
便宜	pianyi
便宜不過當家	pianyibuguodangjia
便宜主義	pianyizhuyi
便宜無好貨	pianyiwuhaohuo
便宜話	pianyihua
便宜貨	pianyihuo
便得	biandei
便溺	bianniao
便益不失當家	pianyibushidangjia
便祕	bianbi
便血	bianxie
便言	pianyan
便辟	pianpi
係風捕景	xifengbuying
促膝長談	cuxichangtan
俇俇	wangwang
俇攘	wangrang
俊鶻	junhu
俊龐兒	junpangr
俏模樣	qiaomuyang
俔俔	xianxian
俗樂	suyue
保兒	baor
保留地	baoliudi
保護妳專線	baohunizhuanxian
保長	baochang
保險給付	baoxianjifu
俞兒	shuer
俟俟	sisi
俟候	sihou
俟命	siming
俟時	sishi
俟河之清	sihezhiqing
俠侍	jiashi
俠拜	jiabai
信人調，丟了瓢	xinrentiao,diulepiao
信兒	xier
信兒	xinr
信差	xinchai
信行兒	xinxingr
修正液	xiuzhengyi
修省	xiuxing
修謹以俟	xiujinyisi
修長	xiuchang
俳佪	paihuai
俳謔	painue
俸給	fengji
俺咱	anza
倅車	cuiju
倆心眼兒	liaxinyanr
倆心眼兒	liaxinyar
倆錢兒	liaqianr
倆錢兒	liaqiar
倉卒	cangcu
倉頡	cangjie
倉頡中文碼	cangjiezhongwenma
倉頡篇	cangjiepian
倉頡輸入法	cangjieshurufa
個兒	ger
倍兒	beir
倍兒	ber
倏地	shudi
倒嚼	daojiao
倒地	daodi
倒地葫蘆	daodihulu
倒廩傾囷	daolinqingjun
倒扁兒	daobianr
倒扁兒	daobiar
倒打一耙	daodayipa
倒打鑼兒	daodaluor
倒扣針兒	daokouzhenr
倒扣針兒	daokouzher
倒持泰阿	daochitaie
倒捽毛兒	daozumaor
倒景	daoying
倒裳	daochang
倒裳索領	daochangsuoling
倒褪	daotun
倒蹲兒	daoduer
倒蹲兒	daodunr
倔強	juejiang
倘佯	changyang
候風地動儀	houfengdidongyi
倚薄	yibo
借屍還魂	jieshihuanhun
借米下得鍋，討米下不得鍋	jiemixiadeguo,taomixiabudeguo
借花獻佛	jiehuaxianfo
倥侗	kongtong
倨句	jugou
倭遲	weichi
假似	jiasi
偈偈	jiejie
偏裨	pianpi
偏阿	piane
做一行怨一行	zuoyihangyuanyihang
做得了	zuodeliao
做我不著	zuowobuzhao
做朝	zuozhao
做臉兒	zuolianr
停泊	tingbo
偪陽	fuyang
偲偲	sisi
側柏	cebo
偵伺	zhensi
偵緝	zhenqi
偵緝隊	zhenqidui
偵騎	zhenji
偷兒	tour
偷嘴的貓兒性不改	touzuidemaorxingbugai
偷彈珠淚	toutanzhulei
偷的鑼兒敲不得	toudeluorqiaobude
偷著浮生半日閒	touzhaofushengbanrixian
偷薄	toubo
偷雞不著蝕把米	toujibuzhaoshibami
偷食貓兒性不改	toushimaorxingbugai
傀儡	kuilei
傀儡家庭	kuileijiating
傀儡戲	kuileixi
傀儡政權	kuileizhengquan
傅說	fuyue
傅說版築	fuyuebanzhu
傍亮兒	bangliangr
傍人	pangren
傍個影兒	banggeyingr
傍偟	panghuang
傍妻	pangqi
傍尊	pangzun
傍排	pangpai
傍牌	pangpai
傍生	pangsheng
傍若無人	pangruowuren
傍薄	pangbo
傍觀	pangguan
傍觀縮手	pangguansuoshou
傍通	pangtong
傍邊	pangbian
傍門	pangmen
傍門外道	pangmenwaidao
傍黑兒	bangheir
傍黑兒	bangher
傔從	qianzong
傢伙座兒	jiahuozuor
傭給	yongji
傲囋	aozan
傳乘	zhuancheng
傳乘	zhuansheng
傳舍	zhuanshe
傳記	zhuanji
傳記文學	zhuanjiwenxue
傳贊	zhuanzan
傳踏	zhuanta
傳車	zhuanju
傳驛	zhuanyi
傷亡枕藉	shangwangzhenjie
傻勁	shajing
傻勁兒	shajier
傻勁兒	shajinr
傻帽兒	shamaor
傾家	kengjia
傾筐倒庋	qingkuangdaoji
像生兒	xiangshengr
僕射	puye
僕射姑	puyegu
僕從	puzong
僗什子	laoshizi
僧不僧，俗不俗	sengbuseng,subusu
僧伽	sengqie
僧伽藍	sengqielan
僧行	senghang
僬僥	jiaoyao
僮族	zhuangzu
僵直性脊椎炎	jiangzhixingjizhuiyan
僻地	pidi
儀從	yizong
儃儃	tantan
儇薄	xuanbo
儉薄	jianbo
儋石	dandan
儋石之畜	dandanzhixu
儘落尾	jinlawei
儘裡邊兒	jinlibianr
儘裡邊兒	jinlibiar
償責	changzhai
償還	changhuan
優地槽	youdicao
優婆塞	youpose
優洽	youxia
優酪乳	youluoru
優長	youchang
儱侗	longtong
儲備銀行	chubeiyinhang
儲蓄銀行	chuxuyinhang
兀朮	wuzhu
兀的	wudi
兀的不	wudibu
兀誰	wushei
允洽	yunxia
充內行	chongneihang
充塞	chongse
充血	chongxie
充行家	chonghangjia
先下米，先吃飯	xianxiami,xianchifan
先兒	xianr
先兒	xiar
先吾著鞭	xianwuzhuobian
先天不足，後天失調	xiantianbuzu,houtianshitiao
先小人，後君子	xianxiaoren,houjunzi
先小人，後君子	xianxiaorenhoujunzi
先從隗始	xiancongweishi
先零	xianlian
光不光，糙不糙	guangbuguang,caobucao
光了了	guangliaoliao
光宅	guangzhe
光板兒	guangbanr
光板兒	guangbar
光柵	guangzha
光桿兒	guangganr
光桿兒	guanggar
光炕蓆兒	guangkangxir
光皮散兒	guangpisanr
光皮散兒	guangpisar
光睜睜兒	guangzhengzhengr
光身人兒	guangshenrenr
光身人兒	guangshenrer
光陰似水	guangyinsishui
光陰似箭	guangyinsijian
光陰彈指	guangyintanzhi
克什克騰	keshiketeng
克勒特	kelete
克卜勒	kebule
克卜勒定律	kebuledinglu
克萊斯勒	kelaisile
免不了	mianbuliao
免疫血清	mianyixieqing
兒不嫌母醜，犬不怨主貧	erbuxianmuchou,quanbuyuanzhupin
兒女情長	ernuqingchang
兒女英雄傳	ernuyingxiongzhuan
兒媳婦兒	erxifur
兒孩兒	erhair
兒孩兒	erhar
兒寬	nikuan
兔兒爺	turye
兔死狐悲，物傷其類	tusihubei,wushangqilei
兔起鶻落	tuqihuluo
兜兜褲兒	doudoukur
兜底	doude
兜率天	doushuaitian
兜率天宮	doushuaitiangong
兜率宮	doushuaigong
兜肚兒	doudur
入地	rudi
內傳	neizhuan
內出血	neichuxie
內地	neidi
內地稅	neidishui
內地雜居	neidizaju
內姊	neijie
內無糧草，外無救兵	neiwuliangcao,waiwujiubing
內省	neixing
內省不疚	neixingbujiu
內行	neihang
內行人	neihangren
內行看門道，外行看熱鬧	neihangkanmendao,waihangkanrenao
內行看門道，外行看熱鬧	neihangkanmendaowaihangkanrenao
內長城	neichangcheng
全武行	quanwuhang
全血輸血	quanxieshuxie
全軍覆沒	quanjunfumo
全長	quanchang
兩口兒	liangkour
兩國相爭，不斬來使	liangguoxiangzheng,buzhanlaishi
兩日三朝	liangrisanzhao
兩短三長	liangduansanchang
兩虎相鬥，必有一傷	lianghuxiangdou,biyouyishang
兩豆塞耳	liangdouseer
兩都	liangdu
兩都賦	liangdufu
兩重人格	liangchongrenge
兩重親	liangchongqin
兩頭不著	liangtoubuzhao
八仙過海，各顯神通	baxianguohai,gexianshentong
八埏	bayan
八字還沒一撇兒	bazihaimeiyipier
八旗都統	baqidutong
八棍子撂不著	bagunziliaobuzhao
八瓣兒五	babanrwu
八瓣兒五	babarwu
八竿子打不著	baganzidabuzhao
八蜡	bazha
八行	bahang
八行書	bahangshu
八輩兒五沒根基	babeirwumeigenji
八輩兒五沒根基	baberwumeigenji
八辟	babi
八都	badu
八都兒	baduer
八都魯	badulu
公了	gongliao
公份兒	gongfenr
公份兒	gongfer
公共給水	gonggongjishui
公共設施保留地	gonggongsheshibaoliudi
公共設施用地	gonggongsheshiyongdi
公冶長	gongyechang
公勺	gongshuo
公司行號	gongsihanghao
公司重整	gongsichongzheng
公合	gongge
公地	gongdi
公地放領	gongdifangling
公子哥兒	gongziger
公差	gongchai
公有土地	gongyoutudi
公石	gongdan
公筷母匙	gongkuaimuchi
公羊傳	gongyangzhuan
公老兒	gonglaor
公而忘私，國而忘家	gongerwangsi,guoerwangjia
公說公有理，婆說婆有理	gongshuogongyouli,poshuopoyouli
公車	gongju
公鐓	gongdun
六么	liuyao
六指兒抓癢癢兒	liuzherzhuayangyangr
六指兒抓癢癢兒	liuzhirzhuayangyangr
六月債，還得快	liuyuezhai,huandekuai
六樂	liuyue
六脈調和	liumaitiaohe
六龜	liuguixiang
共同基金	gutongjijin
兵不血刃	bingbuxieren
兵來將擋，水來土掩	binglaijiangdang,shuilaituyan
兵來將擋，水來土掩	binglaijiangdangshuilaituyan
兵來將敵，水來土堰	binglaijiangdi,shuilaituyan
兵來將迎，水來土堰	binglaijiangying,shuilaituyan
兵對兵，將對將	bingduibing,jiangduijiang
兵無血刃	bingwuxieren
兵馬不動，糧草先行	bingmabudong,liangcaoxianxing
其從如雲	qizongruyun
其身不正，雖令不從	qishenbuzheng,suilingbucong
典沒	dianmo
典範長存	dianfanchangcun
兼差	jianchai
兼聽則明，偏信則暗	jiantingzeming,pianxinzean
兼聽則明，偏聽則蔽	jiantingzeming,piantingzebi
冒兒咕冬	maorgudong
冒泡兒	maopaor
冒金星兒	maojinxingr
冒頓	modu
冗長	rongchang
冘豫	youyu
冠冕衣裳	guanmianyichang
冠蓋相屬	guangaixiangzhu
冢藏	zhongzang
冤各有頭，債各有主	yuangeyoutou,zhaigeyouzhu
冤天屈地	yuantianqudi
冤有頭，債有主	yuanyoutou,zhaiyouzhu
冬溫夏凊	dongwenxiajing
冰人兒	bingrenr
冰人兒	bingrer
冰凍三尺，非一日之寒	bingdongsanchi,feiyirizhihan
冰凍三尺，非一日之寒	bingdongsanchifeiyirizhihan
冰壑	binghuo
冰天雪地	bingtianxuedi
冰爪	bingzhua
冰碴兒	bingchar
冰窨	bingyin
冷凍調理食品	lengdongtiaolishipin
冷嘲熱謔	lengchaorenue
冷在三九，熱在中伏	lengzaisanjiu,rezaizhongfu
冷地裡	lengdili
冷手撾不著熱饅首	lengshouzhuabuzhaoremanshou
冷灶上著一把兒，熱灶上著一把兒	lengzaoshangzhaoyibar,rezaoshangzhaoyibar
冷眼傍觀	lengyanpangguan
冷血	lengxie
冷血動物	lengxiedongwu
冷酒兒後犯	lengjiurhoufan
冷顫	lengzhan
凌風知勁節	lingfengzhijingjie
凍凌觜臉	donglingzuilian
凝咽	ningye
凝血因子	ningxieyinzi
凝血現象	ningxiexianxiang
凝血障礙	ningxiezhangai
凝霰	ningxian
凱樂	kaiyue
凶地	xiongdi
凹地	aodi
凹心臉兒	waxinlianr
凹心臉兒	waxinliar
出乖露醜	chuguailouchou
出人頭地	churentoudi
出公差	chugongchai
出圈兒	chuquanr
出圈兒	chuquar
出大差	chudachai
出岔兒	chuchar
出差	chuchai
出差費	chuchaifei
出數兒	chushur
出於一轍	chuyuyiche
出氣多，進氣少	chuqiduo,jinqishao
出沒	chumo
出沒無常	chumowuchang
出溜兒	chuliur
出火炕	chuhuokeng
出紅差	chuhongchai
出花兒	chuhuar
出蟄	chuzhi
出血	chuxie
出血筒子	chuxietongzi
出頭椽兒先朽爛	chutouchuanrxianxiulan
出頭椽兒先朽爛	chutouchuarxianxiulan
出頭露角	chutouloujiao
出頭露面	chutouloumian
刀刀見血	daodaojianxie
刀削冰	daoxiaobing
刀削麵	daoxiaomian
刀口上舔血	daokoushangtianxie
刀子嘴，豆腐心	daozizui,doufuxin
刀把兒	daobar
刀靶兒	daobar
刀頭舔血	daotoutianxie
刁天厥地	diaotianjuedi
刁天撅地	diaotianjuedi
刁天決地	diaotianjuedi
刃兒	renr
刃兒	rer
刃有餘地	renyouyudi
分久必合，合久必分	fenjiubihe,hejiubifen
分兒	fenr
分兒	fer
分攜	fenxi
分星擘兩	fenxingboliang
分校	fenjiao
分水隄	fenshuiti
分淺緣薄	fenqianyuanbo
分薄緣慳	fenboyuanqian
分行	fenhang
分行布白	fenhangbubai
分頭兒	fentour
切削	qiexiao
切瑳琢磨	qiecuozhuomo
切磋琢磨	qiecuozhuomo
刈蓍遺簪	yishiyizen
列傳	liezhuan
列女傳	lienuzhuan
列宿	liexiu
列寧格勒	lieninggele
列鼎重裀	liedingchongyin
初露鋒芒	chuloufengmang
初露頭角	chuloutoujiao
別傳	biezhuan
別有天地	bieyoutiandi
別開蹊徑	biekaixijing
別闢蹊徑	biepixijing
別頦腮	biekesai
刨冰	baobing
刨冰機	baobingji
刨花水	baohuashui
利口捷給	likoujieji
利齒兒	lichir
刮削	guaxiao
刮地器	guadiqi
刮地皮	guadipi
刮著	guazhao
到三不著兩	daosanbuzhuoliang
到差	daochai
制禮作樂	zhilizuoyue
刷括	shuagua
刺兒頭	cartou
刺兒頭	cirtou
刺參	cishen
刺柏	cibo
刻著	kezhu
刻薄	kebo
刻薄寡恩	keboguaen
削價	xiaojia
削地	xuedi
削平	xiaoping
削瘦	xiaoshou
削麵	xiaomian
前不巴村，後不巴店	qianbubacun,hoububadian
前不巴村，後不著店	qianbubacun,houbuzhaodian
前事不忘，來事之師	qianshibuwanglaishizhishi
前事不忘，後事之師	qianshibuwang,houshizhishi
前事不忘，後事之師	qianshibuwanghoushizhishi
前事不忘，後事之戒	qianshibuwanghoushizhijie
前事不忘，後代之元龜	qianshibuwanghoudaizhiyuangui
前人失腳，後人把滑	qianrenshijiao,hourenbahua
前人栽樹，後人乘涼	qianrenzaishu,hourenchengliang
前兒	qianr
前兒	qiar
前兒個	qianrge
前兒個	qiarge
前後腳兒	qianhoujiaor
前怕狼，後怕虎	qianpalang,houpahu
前程似錦	qianchengsijin
前車之鑑	qianjuzhijian
前車之鑒	qianjuzhijian
前車可鑒	qianjukejian
前車覆，後車戒	qianjufu,houjujie
前途似錦	qiantusijin
前途未卜	qiantuweibu
前長後短	qianchanghouduan
前門不進師姑，後門不進和尚	qianmenbujinshigu,houmenbujinheshang
前門拒虎，後門進狼	qianmenjuhu,houmenjinlang
剎帝利	chadili
剎時	chashi
剎那	chana
剗地	chandi
剗著	chanzhao
剛勁	gangjing
剛正不阿	gangzhengbue
剝膚椎髓	bofuzhuisui
剡剡	yanyan
剩湯臘水兒	shengtanglashuer
剩湯臘水兒	shengtanglashuir
剩頭兒	shengtour
副睪丸	fugaowan
副角	fujue
副車	fuju
副都市中心	fudushizhongxin
割地	gedi
割地賠款	gedipeikuan
割貓兒尾拌貓兒飯	gemaorweibanmaorfan
創業難，守成難	chuangyenan,shouchengnan
剸行	zhuanxing
劃地為王	huadiweiwang
劇地	judi
劈地價來	pidigalai
劈拉著腿坐崖頭	pilazhetuizuoyaitou
劈著	pizhao
劈角兒	pijiaor
劉九兒	liujiur
劊子手	kuaizishou
劍合珠還	jianhezhuhuan
力巴兒	libar
力把兒頭	libartou
力田不如逢年，善仕不如遇合	litianburufengnian,shanshiburuyuhe
力薄才疏	libocaishu
功不可沒	gongbukemo
功不成，名不就	gongbucheng,mingbujiu
功均天地	gongjuntiandi
功均柱地	gongjunzhudi
功墮垂成	gonghuichuicheng
功微德薄	gongweidebo
加勒比海	jialebihai
加勒比海共同市場	jialebihaigongtongshichang
加勒比海共同體	jialebihaigongtongti
加勒比海盆地方案	jialebihaipendifangan
加把勁	jiabajing
加楔兒	jiaxier
加給	jiaji
加里波的	jialibodi
加鹽兒	jiayanr
加鹽兒	jiayar
劣怯	lieque
劣跡昭著	liejizhaozhu
努勁兒	nujier
努勁兒	nujinr
努著	nuzhuo
劫後英雄傳	jiehouyingxiongzhuan
